Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhang, X., Li, J., Ao, H., Liu, D., Shi, L., Wang, C., Zhu, Y., Qian, Y.","57193726258;57200324336;57208485211;57202714198;56416854700;57203240920;57202524320;36040759400;","Appropriately hydrophilic/hydrophobic cathode enables high-performance aqueous zinc-ion batteries",2020,"Energy Storage Materials","30",,,"337","345",,117,"10.1016/j.ensm.2020.05.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085843304&doi=10.1016%2fj.ensm.2020.05.021&partnerID=40&md5=1479c7944f7149db0834d57f77912bad",Article,"Final","",Scopus,2-s2.0-85085843304
"Cai, Y., Chua, R., Kou, Z., Ren, H., Yuan, D., Huang, S., Kumar, S., Verma, V., Amonpattaratkit, P., Srinivasan, M.","55962515800;57204606825;55863277400;57051943400;55764830900;55314251500;57222877280;57205354325;55445471100;6603576323;","Boosting Zn-Ion Storage Performance of Bronze-Type VO2via Ni-Mediated Electronic Structure Engineering",2020,"ACS Applied Materials and Interfaces","12","32",,"36110","36118",,84,"10.1021/acsami.0c09061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089710797&doi=10.1021%2facsami.0c09061&partnerID=40&md5=86f50e938ce79ccec384a625a16878df",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85089710797
"Jia, X., Liu, C., Neale, Z.G., Yang, J., Cao, G.","57209910013;56515561500;56989711400;58947513200;26643390000;","Active Materials for Aqueous Zinc Ion Batteries: Synthesis, Crystal Structure, Morphology, and Electrochemistry",2020,"Chemical Reviews","120","15",,"7795","7866",,1177,"10.1021/acs.chemrev.9b00628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089477548&doi=10.1021%2facs.chemrev.9b00628&partnerID=40&md5=202084479ce4ba268212b3faa38cc9a7",Review,"Final","",Scopus,2-s2.0-85089477548
"Li, C., Sun, Z., Yang, T., Yu, L., Wei, N., Tian, Z., Cai, J., Lv, J., Shao, Y., Rümmeli, M.H., Sun, J., Liu, Z.","57205551779;57208193386;59074697300;57201368006;59057271500;57031124100;57207804613;57217874621;55242974300;8377135100;55711842600;25943896000;","Directly Grown Vertical Graphene Carpets as Janus Separators toward Stabilized Zn Metal Anodes",2020,"Advanced Materials","32","33","2003425","","",,409,"10.1002/adma.202003425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087789080&doi=10.1002%2fadma.202003425&partnerID=40&md5=eebcf1fa00566ab3453778e7edfd2a74",Article,"Final","",Scopus,2-s2.0-85087789080
"Zhu, K., Wu, T., Sun, S., van den Bergh, W., Stefik, M., Huang, K.","56428401900;57211881005;57214392153;57208017936;26533431100;36241805000;","Synergistic H+/Zn2+ dual ion insertion mechanism in high-capacity and ultra-stable hydrated VO2 cathode for aqueous Zn-ion batteries",2020,"Energy Storage Materials","29",,,"60","70",,199,"10.1016/j.ensm.2020.03.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083291107&doi=10.1016%2fj.ensm.2020.03.030&partnerID=40&md5=c0469eccffda559fed78be1f0ff8c8c6",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85083291107
"Hao, J., Li, X., Zhang, S., Yang, F., Zeng, X., Zhang, S., Bo, G., Wang, C., Guo, Z.","56423033600;57217791118;56763065900;56347594200;57190401023;59064235300;57205768211;56883335500;7404657678;","Designing Dendrite-Free Zinc Anodes for Advanced Aqueous Zinc Batteries",2020,"Advanced Functional Materials","30","30","2001263","","",,728,"10.1002/adfm.202001263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085938371&doi=10.1002%2fadfm.202001263&partnerID=40&md5=6a862d6e871dc8d3b81fa98353f652f8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85085938371
"Liu, S., Kang, L., Kim, J.M., Chun, Y.T., Zhang, J., Jun, S.C.","56678105200;57208425938;55870047800;15761932300;55940455200;8669307800;","Recent Advances in Vanadium-Based Aqueous Rechargeable Zinc-Ion Batteries",2020,"Advanced Energy Materials","10","25","2000477","","",,392,"10.1002/aenm.202000477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084557582&doi=10.1002%2faenm.202000477&partnerID=40&md5=a76ec1490cfaba4074cd0bcbf851a225",Review,"Final","",Scopus,2-s2.0-85084557582
"Wan, F., Huang, S., Cao, H., Niu, Z.","57208849318;57206723914;57200631265;15078394000;","Freestanding Potassium Vanadate/Carbon Nanotube Films for Ultralong-Life Aqueous Zinc-Ion Batteries",2020,"ACS Nano","14","6",,"6752","6760",,167,"10.1021/acsnano.9b10214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087096219&doi=10.1021%2facsnano.9b10214&partnerID=40&md5=e9d6c3831b6d52a0a7747b9271733a3c",Article,"Final","",Scopus,2-s2.0-85087096219
"Cao, Z., Wang, L., Zhang, H., Zhang, X., Liao, J., Dong, J., Shi, J., Zhuang, P., Cao, Y., Ye, M., Shen, J., Ajayan, P.M.","57209418073;57211751447;57221295790;57207319502;57212008995;56915136600;57216861914;57193507470;57207378667;7202048861;55726237700;35492852400;","Localized Ostwald Ripening Guided Dissolution/Regrowth to Ancient Chinese Coin-shaped VO2 Nanoplates with Enhanced Mass Transfer for Zinc Ion Storage",2020,"Advanced Functional Materials","30","25","2000472","","",,98,"10.1002/adfm.202000472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083976416&doi=10.1002%2fadfm.202000472&partnerID=40&md5=d10c9c942774ff961816fbd96810b4c4",Article,"Final","",Scopus,2-s2.0-85083976416
"Zhong, C., Liu, B., Ding, J., Liu, X., Zhong, Y., Li, Y., Sun, C., Han, X., Deng, Y., Zhao, N., Hu, W.","55702995500;58017414000;55978870100;57194513849;57216161210;58609815200;57216160586;55314748900;8656126700;55504650100;8551267700;","Decoupling electrolytes towards stable and high-energy rechargeable aqueous zinc–manganese dioxide batteries",2020,"Nature Energy","5","6",,"440","449",,495,"10.1038/s41560-020-0584-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082725264&doi=10.1038%2fs41560-020-0584-y&partnerID=40&md5=787fddd0a9f6b93a69b6205253f75b5c",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85082725264
"Soundharrajan, V., Sambandam, B., Kim, S., Islam, S., Jo, J., Kim, S., Mathew, V., Sun, Y.-K., Kim, J.","57189026022;26647792400;57051707500;57207049578;55933192400;56647159000;36149370300;55551960800;35280305400;","The dominant role of Mn2+ additive on the electrochemical reaction in ZnMn2O4 cathode for aqueous zinc-ion batteries",2020,"Energy Storage Materials","28",,,"407","417",,235,"10.1016/j.ensm.2019.12.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076844904&doi=10.1016%2fj.ensm.2019.12.021&partnerID=40&md5=852138c954ae048078469cdfc1ff8544",Article,"Final","",Scopus,2-s2.0-85076844904
"Li, Z., Ren, Y., Mo, L., Liu, C., Hsu, K., Ding, Y., Zhang, X., Li, X., Hu, L., Ji, D., Cao, G.","57191699187;57191416749;37117366000;56515561500;57216958361;57193731564;7410271584;16022411200;56547842200;36625679400;26643390000;","Impacts of Oxygen Vacancies on Zinc Ion Intercalation in VO2",2020,"ACS Nano","14","5",,"5581","5589",,319,"10.1021/acsnano.9b09963","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085531978&doi=10.1021%2facsnano.9b09963&partnerID=40&md5=d51b14e187d46f52cf69fa5f84f1a52d",Article,"Final","",Scopus,2-s2.0-85085531978
"Pang, Q., Zhao, H., Lian, R., Fu, Q., Wei, Y., Sarapulova, A., Sun, J., Wang, C., Chen, G., Ehrenberg, H.","56430578900;57211353077;57194429702;56430392200;10144224600;8967044500;7410370424;55819435100;56937244200;7006192321;","Understanding the mechanism of byproduct formation within operandosynchrotron techniques and its effects on the electrochemical performance of VO2(B) nanoflakes in aqueous rechargeable zinc batteries",2020,"Journal of Materials Chemistry A","8","19",,"9567","9578",,53,"10.1039/d0ta00858c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085710084&doi=10.1039%2fd0ta00858c&partnerID=40&md5=3e7cbd388b0a42a880cb660f8e839570",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85085710084
"Yang, Q., Guo, Y., Yan, B.X., Wang, C.D., Liu, Z.X., Huang, Z.D., Wang, Y.K., Li, Y.R., Li, H.F., Song, L., Fan, J., Zhi, C.Y.","","Hydrogen-substituted graphdiyne ion tunnels directing concentration redistribution for commercial-grade dendrite-free zinc anodes",2020,"Adv Mater","32",,,"","",,2,,,Article,"Final","",Scopus,2-s2.0-85103738936
"Cui, F., Zhao, J., Zhang, D., Fang, Y., Hu, F., Zhu, K.","",[No title available],2020,"Chem. Eng. J.","390",,,"124128","",,1,,,Article,"Final","",Scopus,2-s2.0-85103742287
"Li, J., McColl, K., Lu, X., Sathasivam, S., Dong, H., Kang, L., Li, Z., Zhao, S., Kafizas, A.G., Wang, R., Brett, D.J.L., Shearing, P.R., Corà, F., He, G., Carmalt, C.J., Parkin, I.P.","",[No title available],2020,"Adv. Energy Mater.","10",,,"20200058","",,1,,,Article,"Final","",Scopus,2-s2.0-85103741240
"Liu, Y., Hu, P., Liu, H., Wu, X., Zhi, C.","",[No title available],2020,"Mater. Today Energy","17",,,"10000431","",,1,,,Article,"Final","",Scopus,2-s2.0-85103738321
"Li, Z., Wu, B., Yan, M., He, L., Xu, L., Zhang, G., Xiong, T., Luo, W., Mai, L.","57213179837;57200408712;57195339690;57215685474;57201878396;57211382242;57190381894;56559198200;7006784092;","Novel Charging-Optimized Cathode for a Fast and High-Capacity Zinc-Ion Battery",2020,"ACS Applied Materials and Interfaces","12","9",,"10420","10427",,50,"10.1021/acsami.9b21579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080055009&doi=10.1021%2facsami.9b21579&partnerID=40&md5=8363d5a099de6fd33f86151eed912c9f",Article,"Final","",Scopus,2-s2.0-85080055009
"Xu, X., Xiong, F., Meng, J., Wang, X., Niu, C., An, Q., Mai, L.","55912984000;56039250600;56158280000;56331543400;53865468400;55319027400;7006784092;","Vanadium-Based Nanomaterials: A Promising Family for Emerging Metal-Ion Batteries",2020,"Advanced Functional Materials","30","10","1904398","","",,371,"10.1002/adfm.201904398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077910381&doi=10.1002%2fadfm.201904398&partnerID=40&md5=2869b8df391cbb44d97a98a2672cc44c",Review,"Final","",Scopus,2-s2.0-85077910381
"Zhang, Y., Li, H., Huang, S., Fan, S., Sun, L., Tian, B., Chen, F., Wang, Y., Shi, Y., Yang, H.Y.","55883680500;54898859500;55314251500;57207742846;12646538300;57114234100;57193337129;57200451521;23019958300;7406563870;","Rechargeable Aqueous Zinc-Ion Batteries in MgSO4/ZnSO4 Hybrid Electrolytes",2020,"Nano-Micro Letters","12","1","60","","",,86,"10.1007/s40820-020-0385-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081158226&doi=10.1007%2fs40820-020-0385-7&partnerID=40&md5=481f94bf8ebcb9ffbd08cf214ff45404",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85081158226
"Pan, Z., Yang, J., Yang, J., Zhang, Q., Zhang, H., Li, X., Kou, Z., Zhang, Y., Chen, H., Yan, C., Wang, J.","56514497100;57206004302;57300451300;56384041500;57221295790;57184055400;55863277400;23502604600;57214128524;8676351000;57202278184;","Stitching of Zn3(OH)2V2O7·2H2O 2D Nanosheets by 1D Carbon Nanotubes Boosts Ultrahigh Rate for Wearable Quasi-Solid-State Zinc-Ion Batteries",2020,"ACS Nano","14","1",,"842","853",,202,"10.1021/acsnano.9b07956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077720125&doi=10.1021%2facsnano.9b07956&partnerID=40&md5=d6c0de21284015aead59492fe2ad7a93",Article,"Final","",Scopus,2-s2.0-85077720125
"Jia, D., Zheng, K., Song, M., Tan, H., Zhang, A., Wang, L., Yue, L., Li, D., Li, C., Liu, J.","57211046275;57666998200;55242748500;57193062749;57191865307;59088767100;57203567867;57201983378;56999592800;55705846500;","VO2·0.2H2O nanocuboids anchored onto graphene sheets as the cathode material for ultrahigh capacity aqueous zinc ion batteries",2020,"Nano Research","13","1",,"215","224",,103,"10.1007/s12274-019-2603-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077265116&doi=10.1007%2fs12274-019-2603-5&partnerID=40&md5=7e70b360ca00758498a434ffe733c9c1",Article,"Final","",Scopus,2-s2.0-85077265116
"Liu, Y., Li, C., Xu, J., Ou, M., Fang, C., Sun, S., Qiu, Y., Peng, J., Lu, G., Li, Q., Han, J., Huang, Y.","55682647200;57197786123;57211551062;57202726386;57007612000;57193069397;57193647419;57195289906;57211550368;59397729100;13009046200;24385713700;","Electroactivation-induced spinel ZnV2O4 as a high-performance cathode material for aqueous zinc-ion battery",2020,"Nano Energy","67",,"104211","","",,105,"10.1016/j.nanoen.2019.104211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074428155&doi=10.1016%2fj.nanoen.2019.104211&partnerID=40&md5=7ef74c2a052b1e3e762ad9174882e09a",Review,"Final","",Scopus,2-s2.0-85074428155
"Huang, Y., Mou, J., Liu, W., Wang, X., Dong, L., Kang, F., Xu, C.","14627673100;57194700779;57193434656;57205770566;55853985000;56962751400;23986603300;","Novel Insights into Energy Storage Mechanism of Aqueous Rechargeable Zn/MnO2 Batteries with Participation of Mn2+",2019,"Nano-Micro Letters","11","1","49","","",,197,"10.1007/s40820-019-0278-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066786707&doi=10.1007%2fs40820-019-0278-9&partnerID=40&md5=e09d179829ba380819236567d8391fb4",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85066786707
"Wan, F., Niu, Z.","57208849318;15078394000;","Design Strategies for Vanadium-based Aqueous Zinc-Ion Batteries",2019,"Angewandte Chemie - International Edition","58","46",,"16358","16367",,612,"10.1002/anie.201903941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070894182&doi=10.1002%2fanie.201903941&partnerID=40&md5=0895f63d027e58b5e788d15f2c531e94",Review,"Final","",Scopus,2-s2.0-85070894182
"Zhang, H., Liu, Q., Fang, Y., Teng, C., Liu, X., Fang, P., Tong, Y., Lu, X.","57481140900;57205217984;57217451326;57216677215;57206738526;56246758600;55596802500;36092961000;","Boosting Zn-Ion Energy Storage Capability of Hierarchically Porous Carbon by Promoting Chemical Adsorption",2019,"Advanced Materials","31","44","1904948","","",,433,"10.1002/adma.201904948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073784446&doi=10.1002%2fadma.201904948&partnerID=40&md5=8c3c699599a4ec5940af3d7c54f5c5a7",Article,"Final","",Scopus,2-s2.0-85073784446
"Liu, Y., Li, Q., Ma, K., Yang, G., Wang, C.","57195355449;57217040482;57209320043;55716840800;10639325000;","Graphene oxide wrapped cuv2o6 nanobelts as high-capacity and long-life cathode materials of aqueous zinc-ion batteries",2019,"ACS Nano","13","10",,"12081","12089",,285,"10.1021/acsnano.9b06484","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073455136&doi=10.1021%2facsnano.9b06484&partnerID=40&md5=8d02e5e0e9ba23067e7982f78ac97b37",Article,"Final","",Scopus,2-s2.0-85073455136
"Pu, X., Song, T., Tang, L., Tao, Y., Cao, T., Xu, Q., Liu, H., Wang, Y., Xia, Y.","57207941425;57200001629;57204785897;57207940292;57204727402;7403744157;7409753889;55974922000;7403027277;","Rose-like vanadium disulfide coated by hydrophilic hydroxyvanadium oxide with improved electrochemical performance as cathode material for aqueous zinc-ion batteries",2019,"Journal of Power Sources","437",,"226917","","",,82,"10.1016/j.jpowsour.2019.226917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069670329&doi=10.1016%2fj.jpowsour.2019.226917&partnerID=40&md5=a4c3fec4bca254839b0c01edbc220d02",Article,"Final","",Scopus,2-s2.0-85069670329
"Wang, L., Huang, K.-W., Chen, J., Zheng, J.","57215074378;26029041200;8422851000;57226043247;","Ultralong cycle stability of aqueous zinc-ion batteries with zinc vanadium oxide cathodes",2019,"Science Advances","5","10","eaax4279","","",,491,"10.1126/sciadv.aax4279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073024827&doi=10.1126%2fsciadv.aax4279&partnerID=40&md5=e88adc51978ffe7f585480463055769b",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85073024827
"Liu, M., Zhao, Q., Liu, H., Yang, J., Chen, X., Yang, L., Cui, Y., Huang, W., Zhao, W., Song, A., Wang, Y., Ding, S., Song, Y., Qian, G., Chen, H., Pan, F.","57209987942;57200083177;57191742416;57210209659;57193318981;57193630244;36520682200;57205153978;57200941607;57210213151;57210214681;57210202951;57208253240;57538491200;57140873900;56362791700;","Tuning phase evolution of β-MnO2 during microwave hydrothermal synthesis for high-performance aqueous Zn ion battery",2019,"Nano Energy","64",,"103942","","",,199,"10.1016/j.nanoen.2019.103942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069923117&doi=10.1016%2fj.nanoen.2019.103942&partnerID=40&md5=362420c25212e642c8ad58976b10d0ba",Article,"Final","",Scopus,2-s2.0-85069923117
"Wang, D., Wang, L., Liang, G., Li, H., Liu, Z., Tang, Z., Liang, J., Zhi, C.","55713220600;57210928375;57200968061;57074117900;57191691916;57188839229;36671649500;8723016900;","A Superior δ-MnO2 Cathode and a Self-Healing Zn-δ-MnO2 Battery",2019,"ACS Nano","13","9",,"10643","10652",,642,"10.1021/acsnano.9b04916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071930200&doi=10.1021%2facsnano.9b04916&partnerID=40&md5=bf895410b406afd18eebe971c847826f",Article,"Final","",Scopus,2-s2.0-85071930200
"Yadav, G.G., Turney, D., Huang, J., Wei, X., Banerjee, S.","57189065009;56156984400;57193532832;55199671900;57202525744;","Breaking the 2 v Barrier in Aqueous Zinc Chemistry: Creating 2.45 and 2.8 v MnO2-Zn Aqueous Batteries",2019,"ACS Energy Letters","4","9",,"2144","2146",,155,"10.1021/acsenergylett.9b01643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071929987&doi=10.1021%2facsenergylett.9b01643&partnerID=40&md5=fdb7476d40fbcda6fe6d44689814381c",Article,"Final","",Scopus,2-s2.0-85071929987
"Wei, T., Li, Q., Yang, G., Wang, C.","57194946316;57217040482;55716840800;10639325000;","Pseudo-Zn–Air and Zn-Ion Intercalation Dual Mechanisms to Realize High-Areal Capacitance and Long-Life Energy Storage in Aqueous Zn Battery",2019,"Advanced Energy Materials","9","34","1901480","","",,136,"10.1002/aenm.201901480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073084424&doi=10.1002%2faenm.201901480&partnerID=40&md5=c304296691af3b62ad2437b13cfe3999",Article,"Final","",Scopus,2-s2.0-85073084424
"Zhao, Y., Ma, L., Zhu, Y., Qin, P., Li, H., Mo, F., Wang, D., Liang, G., Yang, Q., Liu, W., Zhi, C.","57215065662;56824691300;57204933772;57192177282;57074117900;57200962575;55713220600;57200968061;57200965786;36996569900;8723016900;","Inhibiting Grain Pulverization and Sulfur Dissolution of Bismuth Sulfide by Ionic Liquid Enhanced Poly(3,4-ethylenedioxythiophene):Poly(styrenesulfonate) for High-Performance Zinc-Ion Batteries",2019,"ACS Nano","13","6",,"7270","7280",,88,"10.1021/acsnano.9b02986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067959195&doi=10.1021%2facsnano.9b02986&partnerID=40&md5=b58ad3326193a3eb5fee4810a9496f9d",Article,"Final","",Scopus,2-s2.0-85067959195
"Li, Z., Ganapathy, S., Xu, Y., Zhou, Z., Sarilar, M., Wagemaker, M.","57191699198;15845650000;56988028400;57209159343;8840067100;57203612365;","Mechanistic Insight into the Electrochemical Performance of Zn/VO2 Batteries with an Aqueous ZnSO4 Electrolyte",2019,"Advanced Energy Materials","9","22","1900237","","",,279,"10.1002/aenm.201900237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065039464&doi=10.1002%2faenm.201900237&partnerID=40&md5=8a61ba240adc708ee27db6674a4fd5f1",Article,"Final","",Scopus,2-s2.0-85065039464
"Fang, G., Zhu, C., Chen, M., Zhou, J., Tang, B., Cao, X., Zheng, X., Pan, A., Liang, S.","55827740800;57201353495;57207244577;54080859400;57202914997;56437090800;55628129300;35213770700;7402145657;","Suppressing Manganese Dissolution in Potassium Manganate with Rich Oxygen Defects Engaged High-Energy-Density and Durable Aqueous Zinc-Ion Battery",2019,"Advanced Functional Materials","29","15","1808375","","",,654,"10.1002/adfm.201808375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062325880&doi=10.1002%2fadfm.201808375&partnerID=40&md5=67f6474993515fbe83857ce88b4f866a",Article,"Final","",Scopus,2-s2.0-85062325880
