Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ho, Jonathan, Chan, William, Saharia, Chitwan, Whang, Jay, Gao, Ruiqi, Gritsenko, Alexey A., Kingma, Diederik P., Poole, Ben, Norouzi, Mohammad, Fleet, David J., Salimans, Tim","",[No title available],2022,"Imagen video: High definition video generation with diffusion models",,,,"","",,500,,,Article,"Final","",Scopus,2-s2.0-85140767034
"Saharia, Chitwan, Chan, William, Chang, Huiwen, Lee, Chris, Ho, Jonathan, Salimans, Tim, Fleet, David, Norouzi, Mohammad","","Palette: Image-to-image diffusion models",2022,"ACM SIGGRAPH 2022 Conference Proceedings",,,,"1","10",,760,,,Article,"Final","",Scopus,2-s2.0-85137107566
"Liang, Jie, Zeng, Hui, Zhang, Lei","","Efficient And Degradation-Adaptive Network For Real-World Image Super-Resolution",2022,"ECCV","2022",,,"574","591",,6,,,Article,"Final","",Scopus,2-s2.0-85151896518
"Ramesh, Aditya, Dhariwal, Prafulla, Nichol, Alex, Chu, Casey, Chen, Mark","",[No title available],2022,"Hierarchical text-conditional image generation with clip latents",,,,"","",,2846,,,Article,"Final","",Scopus,2-s2.0-85129751583
"Li, H., Yang, Y., Chang, M., Chen, S., Feng, H., Xu, Z., Li, Q., Chen, Y.","57224474553;57215379537;57202057015;57429392900;7401736382;8574374100;55584762200;55949361600;","SRDiff: Single image super-resolution with diffusion probabilistic models",2022,"Neurocomputing","479",,,"47","59",,342,"10.1016/j.neucom.2022.01.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123592258&doi=10.1016%2fj.neucom.2022.01.029&partnerID=40&md5=d8af98fc8268cd923d7f152edb36321b",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85123592258
"Saharia, Chitwan, Ho, Jonathan, Chan, William, Salimans, Tim, Fleet, David J, Norouzi, Mohammad","","Image super-resolution via iterative refinement",2022,"IEEE Transactions on Pattern Analysis and Machine Intelligence",,,,"","",,256,,,Article,"Final","",Scopus,2-s2.0-85148762293
"Saharia, C., Chan, W., Saxena, S., Li, L., Whang, J., Denton, E., Ghasemipour, S.K.S., Ayan, B.K., Mahdavi, S.S., Gontijo-Lopes, R., Salimans, T., Ho, J., Fleet, D.J., Norouzi, M.","57210640805;55338413200;57213481797;57218718937;57220360238;55338354300;57210570038;57216965669;57712451000;57219498344;55320289800;55921701300;57206712712;59108337900;","Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding",2022,"Advances in Neural Information Processing Systems","35",,,"","",,1616,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163217092&partnerID=40&md5=ea1231025b5c2f2bc5bc70830721e0a5",Conference Paper,"Final","",Scopus,2-s2.0-85163217092
"Kawar, B., Elad, M., Ermon, S., Song, J.","57222109350;7003845289;35791579200;57202059115;","Denoising Diffusion Restoration Models",2022,"Advances in Neural Information Processing Systems","35",,,"","",,267,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163207789&partnerID=40&md5=2582a2e0875ca97dea32e3bd4aac4ae4",Conference Paper,"Final","",Scopus,2-s2.0-85163207789
"Lu, C., Zhou, Y., Bao, F., Chen, J., Li, C., Zhu, J.","57716674100;57219740311;57219510048;56123394400;57189095239;56734692500;","DPM-Solver: A Fast ODE Solver for Diffusion Probabilistic Model Sampling in Around 10 Steps",2022,"Advances in Neural Information Processing Systems","35",,,"","",,286,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163200303&partnerID=40&md5=9fddd8221d37924b96159c94ee7cee17",Conference Paper,"Final","",Scopus,2-s2.0-85163200303
"Nichol, A., Dhariwal, P., Ramesh, A., Shyam, P., Mishkin, P., McGrew, B., Sutskever, I., Chen, M.","57219480579;57208443671;57219742744;57202459885;57222478212;57202056359;24831264500;57219740256;","GLIDE: Towards Photorealistic Image Generation and Editing with Text-Guided Diffusion Models",2022,"Proceedings of Machine Learning Research","162",,,"16784","16804",,460,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163064241&partnerID=40&md5=b83531e3ddda8d7df8bc006cdf71933d",Conference Paper,"Final","",Scopus,2-s2.0-85163064241
"Rombach, R., Blattmann, A., Lorenz, D., Esser, P., Ommer, B.","57219706721;57212344164;57214473930;57206656989;22234783600;","High-Resolution Image Synthesis with Latent Diffusion Models",2022,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition","2022-June",,,"10674","10685",,5638,"10.1109/CVPR52688.2022.01042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141805750&doi=10.1109%2fCVPR52688.2022.01042&partnerID=40&md5=2cfbd3a2a240af2814ec05457cad7f74",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85141805750
"Bao, F., Li, C., Zhu, J., Zhang, B.","57219510048;57189095239;56734692500;57190839301;","ANALYTIC-DPM: AN ANALYTIC ESTIMATE OF THE OPTIMAL REVERSE VARIANCE IN DIFFUSION PROBABILISTIC MODELS",2022,"ICLR 2022 - 10th International Conference on Learning Representations",,,,"","",,132,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132278697&partnerID=40&md5=d79c73e3c32b5a95128d294e1954594f",Conference Paper,"Final","",Scopus,2-s2.0-85132278697
"Zhang, J., Lu, S., Zhan, F., Yu, Y.","","Blind image super-resolution via contrastive representation learning",2021,"Blind image super-resolution via contrastive representation learning",,,,"","",,37,,,Article,"Final","",Scopus,2-s2.0-85111209244
"Ho, Jonathan, Salimans, Tim","","Classifier-free diffusion guidance",2021,"NeurIPS 2021 Workshop on Deep Generative Models and Downstream Applications",,,,"","",,420,,,Article,"Final","",Scopus,2-s2.0-85121775823
"Nichol, A., Dhariwal, P.","57219480579;57208443671;","Improved Denoising Diffusion Probabilistic Models",2021,"Proceedings of Machine Learning Research","139",,,"8162","8171",,1391,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160825278&partnerID=40&md5=cb1e9b4495988fad71c14d4d38fde637",Conference Paper,"Final","",Scopus,2-s2.0-85160825278
"Song, Y., Sohl-Dickstein, J., Kingma, D.P., Kumar, A., Ermon, S., Poole, B.","57192167461;6507007592;55208899700;58493374200;35791579200;56462379000;","SCORE-BASED GENERATIVE MODELING THROUGH STOCHASTIC DIFFERENTIAL EQUATIONS",2021,"ICLR 2021 - 9th International Conference on Learning Representations",,,,"","",,1109,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150291748&partnerID=40&md5=9a6316b2889f927d5cf761e9774ff217",Conference Paper,"Final","",Scopus,2-s2.0-85150291748
"Chen, N., Zhang, Y., Zen, H., Weiss, R.J., Norouzi, M., Chan, W.","56735086300;57193542775;6701387695;58097887700;59108337900;55338413200;","WAVEGRAD: ESTIMATING GRADIENTS FOR WAVEFORM GENERATION",2021,"ICLR 2021 - 9th International Conference on Learning Representations",,,,"","",,201,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150287816&partnerID=40&md5=b692c93d9ea2ab90091c2dba33b372b7",Conference Paper,"Final","",Scopus,2-s2.0-85150287816
"Song, J., Meng, C., Ermon, S.","57202059115;57210642221;35791579200;","DENOISING DIFFUSION IMPLICIT MODELS",2021,"ICLR 2021 - 9th International Conference on Learning Representations",,,,"","",,848,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150276090&partnerID=40&md5=a7b0a58030ba44c090aa5a10466305b1",Conference Paper,"Final","",Scopus,2-s2.0-85150276090
"Dosovitskiy, A., Beyer, L., Kolesnikov, A., Weissenborn, D., Zhai, X., Unterthiner, T., Dehghani, M., Minderer, M., Heigold, G., Gelly, S., Uszkoreit, J., Houlsby, N.","56582202400;57220454562;57191429593;56289711700;57213833131;37078167900;55604706200;54879329700;15765012100;55038126700;51666085000;55233726600;","AN IMAGE IS WORTH 16X16 WORDS: TRANSFORMERS FOR IMAGE RECOGNITION AT SCALE",2021,"ICLR 2021 - 9th International Conference on Learning Representations",,,,"","",,8818,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150208907&partnerID=40&md5=e9616b2256a7db273c2ed80b6f498721",Conference Paper,"Final","",Scopus,2-s2.0-85150208907
"Dhariwal, P., Nichol, A.","57208443671;57219480579;","Diffusion Models Beat GANs on Image Synthesis",2021,"Advances in Neural Information Processing Systems","11",,,"8780","8794",,3094,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131898217&partnerID=40&md5=2933fddce3ea20be8ad55fe38d74ead2",Conference Paper,"Final","",Scopus,2-s2.0-85131898217
"Liu, Z., Lin, Y., Cao, Y., Hu, H., Wei, Y., Zhang, Z., Lin, S., Guo, B.","57219757233;57219691938;57189341730;55923489500;57223093262;55800177000;57219012284;56513051700;","Swin Transformer: Hierarchical Vision Transformer using Shifted Windows",2021,"Proceedings of the IEEE International Conference on Computer Vision",,,,"9992","10002",,14729,"10.1109/ICCV48922.2021.00986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127818917&doi=10.1109%2fICCV48922.2021.00986&partnerID=40&md5=ead85d187ce614d6ba6a8d7dc1ce705a",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85127818917
"Kingma, D.P., Salimans, T., Poole, B., Ho, J.","55208899700;55320289800;56462379000;55921701300;","Variational Diffusion Models",2021,"Advances in Neural Information Processing Systems","26",,,"21696","21707",,397,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124683180&partnerID=40&md5=f1b4aed9102b9ecba70f794905bbadb7",Conference Paper,"Final","",Scopus,2-s2.0-85124683180
"Chan, K.C.K., Wang, X., Xu, X., Gu, J., Loy, C.C.","57216374468;57195942631;57195934971;55661597500;25522308800;","Glean: Generative latent bank for large-factor image super-resolution",2021,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition",,,,"14240","14249",,194,"10.1109/CVPR46437.2021.01402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123193414&doi=10.1109%2fCVPR46437.2021.01402&partnerID=40&md5=1ba070cbb64b588d97174d2359a8d879",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85123193414
"Wang, X., Xie, L., Dong, C., Shan, Y.","57195942631;57216173820;59157675500;57219761074;","Real-ESRGAN: Training Real-World Blind Super-Resolution with Pure Synthetic Data",2021,"Proceedings of the IEEE International Conference on Computer Vision","2021-October",,,"1905","1914",,795,"10.1109/ICCVW54120.2021.00217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123043869&doi=10.1109%2fICCVW54120.2021.00217&partnerID=40&md5=5dc2db27626edb8ded3321c9e8a5147e",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85123043869
"Yang, T., Ren, P., Xie, X., Zhang, L.","57699449400;35771388800;57210375524;55115873800;","GaN Prior Embedded Network for Blind Face Restoration in the Wild",2021,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition",,,,"672","681",,221,"10.1109/CVPR46437.2021.00073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122174696&doi=10.1109%2fCVPR46437.2021.00073&partnerID=40&md5=6685b10768ac63178a1c4b3d00dba923",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85122174696
"Liang, J., Cao, J., Sun, G., Zhang, K., Van Gool, L., Timofte, R.","57222902120;57201211163;57214456198;57169173100;22735702300;35812778400;","SwinIR: Image Restoration Using Swin Transformer",2021,"Proceedings of the IEEE International Conference on Computer Vision","2021-October",,,"1833","1844",,2431,"10.1109/ICCVW54120.2021.00210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116747930&doi=10.1109%2fICCVW54120.2021.00210&partnerID=40&md5=a228b03f910399abaa7a9dd01cba09c2",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85116747930
"Ding, Keyan, Ma, Kede, Wang, Shiqi, Simoncelli, Eero","","Image quality assessment: Unifying structure and texture similarity",2020,"IEEE Transactions on Pattern Analysis and Machine Intelligence",,,,"1","",,18,,,Article,"Final","",Scopus,2-s2.0-85143440472
"Lugmayr, Andreas, Danelljan, Martin, Van Gool, Luc, Timofte, Radu","","Srflow: Learning the super-resolution space with normalizing flow",2020,"ECCV",,,,"","",,54,,,Article,"Final","",Scopus,2-s2.0-85098376998
"Ji, X., Cao, Y., Tai, Y., Wang, C., Li, J., Huang, F.","57211275643;57218706814;56437886200;56579850200;57196160894;56452085300;","Real-world super-resolution via kernel estimation and noise injection",2020,"IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops","2020-June",,"9150628","1914","1923",,233,"10.1109/CVPRW50498.2020.00241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090158260&doi=10.1109%2fCVPRW50498.2020.00241&partnerID=40&md5=64887c89186c7f7703d85a905fbcbe6d",Conference Paper,"Final","",Scopus,2-s2.0-85090158260
"Ho, J., Jain, A., Abbeel, P.","55921701300;57219589246;8269962600;","Denoising diffusion probabilistic models",2020,"Advances in Neural Information Processing Systems","2020-December",,,"","",,6827,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108436431&partnerID=40&md5=f27d698e7f2be28a63b0d99353d96369",Conference Paper,"Final","",Scopus,2-s2.0-85108436431
"Menon, S., Damian, A., Hu, S., Ravi, N., Rudin, C.","57205629861;59264018400;57205622403;57205633166;8850433600;","PULSE: Self-Supervised Photo Upsampling via Latent Space Exploration of Generative Models",2020,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition",,,"9157448","2434","2442",,395,"10.1109/CVPR42600.2020.00251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089483470&doi=10.1109%2fCVPR42600.2020.00251&partnerID=40&md5=5e3553af1b38524eb6f2931f5d8c5119",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85089483470
"Zhang, W., Liu, Y., Dong, C., Qiao, Y.","57200855630;57206486742;59157675500;36086392600;","RankSRGAN: Generative adversarial networks with ranker for image super-resolution",2019,"Proceedings of the IEEE International Conference on Computer Vision",,,"9008788","3096","3105",,308,"10.1109/ICCV.2019.00319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081671925&doi=10.1109%2fICCV.2019.00319&partnerID=40&md5=f0420f59dff83fa6378bd92d533f2ee5",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85081671925
"Cai, J., Zeng, H., Yong, H., Cao, Z., Zhang, L.","57195308362;56486683200;57191072490;57207757924;55115873800;","Toward real-world single image super-resolution: A new benchmark and a new model",2019,"Proceedings of the IEEE International Conference on Computer Vision",,,"9009805","3086","3095",,400,"10.1109/ICCV.2019.00318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081100570&doi=10.1109%2fICCV.2019.00318&partnerID=40&md5=bd4045247fc759bd8d12f931bc61ca6e",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85081100570
"Zhang, R., Isola, P., Efros, A.A., Shechtman, E., Wang, O.","57223101349;50561507500;7005029942;55924548800;24170210400;","The Unreasonable Effectiveness of Deep Features as a Perceptual Metric",2018,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition",,,"8578166","586","595",,7467,"10.1109/CVPR.2018.00068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061738954&doi=10.1109%2fCVPR.2018.00068&partnerID=40&md5=a4dba81ea970c4ea324bf9953dad1c9d",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85061738954
"Zhang, Y., Li, K., Li, K., Wang, L., Zhong, B., Fu, Y.","","Image super-resolution using very deep residual channel attention networks",2018,"Image Super-Resolution Using Very Deep Residual Channel Attention Networks",,,,"1","16",,3352,,,Article,"Final","",Scopus,2-s2.0-85055746036
"Wang, X., Yu, K., Wu, S., Gu, J., Liu, Y., Dong, C., Qiao, Y., Loy, C.C.","","Esrgan: Enhanced super-resolution generative adversarial networks",2018,"Proceedings of the European Conference on Computer Vision (ECCV)",,,,"63","79",,2833,,,Article,"Final","",Scopus,2-s2.0-85063585610
"Kingma, D.P., Dhariwal, P.","55208899700;57208443671;","Glow: Generative flow with invertible 1×1 convolutions",2018,"Advances in Neural Information Processing Systems","2018-December",,,"10215","10224",,1463,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064849206&partnerID=40&md5=f172ad0bb5f1a59cbe2fcda18e1ff84d",Conference Paper,"Final","",Scopus,2-s2.0-85064849206
"Dahl, R., Norouzi, M., Shlens, J.","57200615011;59108337900;8632398500;","Pixel Recursive Super Resolution",2017,"Proceedings of the IEEE International Conference on Computer Vision","2017-October",,"8237843","5449","5458",,137,"10.1109/ICCV.2017.581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041923856&doi=10.1109%2fICCV.2017.581&partnerID=40&md5=a0a275a7b2568d87b5e708c09620f26f",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85041923856
"Tong, T., Li, G., Liu, X., Gao, Q.","55625986800;58609765500;57200620771;55598017400;","Image Super-Resolution Using Dense Skip Connections",2017,"Proceedings of the IEEE International Conference on Computer Vision","2017-October",,"8237776","4809","4817",,1222,"10.1109/ICCV.2017.514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041894273&doi=10.1109%2fICCV.2017.514&partnerID=40&md5=ad019a410cbb9b354c1bc38d1cd633c8",Conference Paper,"Final","",Scopus,2-s2.0-85041894273
"Ledig, C., Theis, L., Huszár, F., Caballero, J., Cunningham, A., Acosta, A., Aitken, A., Tejani, A., Totz, J., Wang, Z., Shi, W.","55332432900;54883612000;55233726100;56410493800;57201315696;36543646900;57191077810;56333410500;55283307200;55627808600;36631090300;","Photo-realistic single image super-resolution using a generative adversarial network",2017,"Proceedings - 30th IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2017","2017-January",,,"105","114",,7683,"10.1109/CVPR.2017.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035231525&doi=10.1109%2fCVPR.2017.19&partnerID=40&md5=cd63e231f367cc290b6de95208dac87f",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85035231525
"Agustsson, E., Timofte, R.","56303277000;35812778400;","NTIRE 2017 Challenge on Single Image Super-Resolution: Dataset and Study",2017,"IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops","2017-July",,"8014884","1122","1131",,2496,"10.1109/CVPRW.2017.150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030245132&doi=10.1109%2fCVPRW.2017.150&partnerID=40&md5=3be672998a737ad0d40a8146961b058b",Conference Paper,"Final","",Scopus,2-s2.0-85030245132
"Lim, B., Son, S., Kim, H., Nah, S., Lee, K.M.","57195937380;57195938821;57195937107;57191054365;26642943400;","Enhanced Deep Residual Networks for Single Image Super-Resolution",2017,"IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops","2017-July",,"8014885","1132","1140",,5149,"10.1109/CVPRW.2017.151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030237937&doi=10.1109%2fCVPRW.2017.151&partnerID=40&md5=2b56f44cee067c4664cd6d9fc35d3017",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85030237937
[No author name available],[No author id available],[No title available],2017,"PyTorch",,,,"","",,1,,,Article,"Final","",Scopus,2-s2.0-85200601323
"Kim, J., Lee, J.K., Lee, K.M.","58607573200;57191071085;26642943400;","Accurate image super-resolution using very deep convolutional networks",2016,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition","2016-December",,"7780551","1646","1654",,6414,"10.1109/CVPR.2016.182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986325587&doi=10.1109%2fCVPR.2016.182&partnerID=40&md5=e7c5348f2bef87e68f54e84289c63668",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84986325587
"Huang, J.-B., Singh, A., Ahuja, N.","21742461700;57211305399;35515078200;","Single image super-resolution from transformed self-exemplars",2015,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition","07-12-June-2015",,"7299156","5197","5206",,2847,"10.1109/CVPR.2015.7299156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959188745&doi=10.1109%2fCVPR.2015.7299156&partnerID=40&md5=3b29565dd663ca01a6954660e880dae5",Conference Paper,"Final","",Scopus,2-s2.0-84959188745
"Kingma, D.P., Ba, J.L.","55208899700;57189090730;","Adam: A method for stochastic optimization",2015,"3rd International Conference on Learning Representations, ICLR 2015 - Conference Track Proceedings",,,,"","",,49840,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083951076&partnerID=40&md5=1512fe7d6538ffc6686cf01cba3c3460",Conference Paper,"Final","",Scopus,2-s2.0-85083951076
"Sohl-Dickstein, J., Weiss, E.A., Maheswaranathan, N., Ganguli, S.","6507007592;59079037500;55149477400;8422780800;","Deep unsupervised learning using nonequilibrium thermodynamics",2015,"32nd International Conference on Machine Learning, ICML 2015","3",,,"2246","2255",,2507,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969975031&partnerID=40&md5=2166a5cc785d5804d0dff645ffc6f842",Conference Paper,"Final","",Scopus,2-s2.0-84969975031
"Dong, C., Loy, C.C., He, K., Tang, X.","","Learning a deep convolutional network for image super-resolution",2014,"ECCV",,,,"184","199",,583,,,Article,"Final","",Scopus,2-s2.0-84921971467
"Goodfellow, I.J., Pouget-Abadie, J., Mirza, M., Xu, B., Warde-Farley, D., Ozair, S., Courville, A., Bengio, Y.","35956088800;56736268100;55431127900;56024082600;24472176000;56354673800;6507291186;7003958245;","Generative adversarial nets",2014,"Advances in Neural Information Processing Systems","3","January",,"2672","2680",,46047,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937849144&partnerID=40&md5=6441b2a288c5fdded2adbcc8b21e092c",Conference Paper,"Final","",Scopus,2-s2.0-84937849144
"Martin, D., Fowlkes, C., Tal, D., Malik, J.","57213252265;6701549596;7004078339;7101991704;","A database of human segmented natural images and its application to evaluating segmentation algorithms and measuring ecological statistics",2001,"Proceedings of the IEEE International Conference on Computer Vision","2",,,"416","423",,6818,"10.1109/ICCV.2001.937655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034850577&doi=10.1109%2fICCV.2001.937655&partnerID=40&md5=d578e8a95a418e73bc02fee5549ae665",Article,"Final","",Scopus,2-s2.0-0034850577
